"test_fn","surrogate","acq","strategy","igd_last_n","hv_last_n","dt_n","igd_last_mean","hv_last_mean","dt_mean","igd_last_median","hv_last_median","dt_median","igd_last_sd","hv_last_sd","dt_sd","igd_last_q025","hv_last_q025","dt_q025","igd_last_q975","hv_last_q975","dt_q975"
"highcorrVLMOP2","qqmgp","eim","categorical_batch",100,0.0744551245945334,0.0235812633909398,0.126471514049228,0,0.504663719585489,100,0.000337472998137288,1.00003208434913e-26,0.00147545853153747,9.99789214953489e-27,0.00608478358548056,100,55.8788330221176,44.8818640708923,30.4758504226349,24.547984278202,141.463833653927
"VLMOP2","qqmgp","eim","categorical_batch",100,0.11581659039684,0.112534530868667,0.0626724625779936,0.0273992090345031,0.242885990623261,100,0.600839006935528,0.598022757735898,0.138784278942052,0.349522388266915,0.848800860769374,100,58.437644906044,49.8878405094147,27.9323842161282,22.7918693482876,122.563644170761
"highcorrVLMOP2","ctmgp","ehvi","single_config",100,0.00499021482485514,0,0.0499021482485514,0,0,100,1.00003145558716e-26,1.00003425282587e-26,2.79723870679972e-31,1.00003425282587e-26,1.00003425282587e-26,100,111.86790943861,86.2551325559616,67.963669126685,47.6980000019074,296.126140922308
"VLMOP2","ctmgp","ehvi","single_config",100,0.0297512940313578,0.0324045526024691,0.020434617522443,0.0034529228987598,0.0613028413134001,100,0.612076588759757,0.528456451531033,0.22182984565597,0.249209988080688,0.901376010091103,100,127.264531776905,101.372346043587,85.3963421422965,43.9905997812748,368.91223720312
"highcorrVLMOP2","qqigp","ehvi","single_config",100,0,0,0,0,0,100,1.00003425282587e-26,1.00003425282587e-26,0,1.00003425282587e-26,1.00003425282587e-26,100,9.12396174430847,7.32901704311371,6.91656985305935,2.46471776366234,29.286589294672
"VLMOP2","qqigp","ehvi","single_config",100,0.042299548881197,0.0376523889486995,0.0385374032151844,0.00949305026445534,0.142488950408472,100,0.582218339835035,0.519993201168286,0.235784676266532,0.223869687333556,0.889152479058897,100,9.61774203538895,8.7260719537735,5.23865711391065,3.33322079181671,22.2470755815506
"highcorrVLMOP2","qqmgp","ehvi","single_config",100,0.0550047192121738,0.00190785090720417,0.125174628952372,0,0.48193326241023,100,0.000379849697669013,1.00003425282587e-26,0.00161896150069486,9.99886367767312e-27,0.00729682625091252,100,79.1914321923256,68.9833265542984,33.7169254971841,33.3346271514892,158.341823071242
"VLMOP2","qqmgp","ehvi","single_config",100,0.133785703020173,0.115989924039816,0.0612306581337098,0.0547275871702619,0.266896703123264,100,0.47819506549607,0.484176074294822,0.193443071481039,0.141047129092484,0.786572321714586,100,236.634432473183,227.589252948761,72.2295241175105,121.423062443733,387.427133107185
"highcorrVLMOP2","ctmgp","eim","single_config",100,0,0,0,0,0,100,1.00003425282587e-26,1.00003425282587e-26,0,1.00003425282587e-26,1.00003425282587e-26,100,92.0321956801415,77.1066504716873,60.4831987952838,26.5618657171726,244.556187927722
"VLMOP2","ctmgp","eim","single_config",100,0.01102415323884,0.00760433326046882,0.0118007742793503,0.00478052726633349,0.0534239737055513,100,0.871097737751653,0.887940364846868,0.072903586142735,0.628726121748192,0.901838541285527,100,80.859925494194,65.6262691020966,51.3723211643041,27.4183476686478,229.897960585355
"highcorrVLMOP2","qqigp","eim","single_config",100,0,0,0,0,0,100,1.00003425282587e-26,1.00003425282587e-26,0,1.00003425282587e-26,1.00003425282587e-26,100,8.79430882930756,7.06831407546997,6.84910267623009,1.54153959751129,25.4044844329357
"VLMOP2","qqigp","eim","single_config",100,0.0233300070917708,0.0155654129578948,0.0330498064961321,0.00889621350786934,0.163820545414903,100,0.859014339926993,0.87961428167324,0.082844249848977,0.523271563836044,0.901749360782513,100,7.42198080778122,5.95575749874115,6.09991791935573,1.62881363630295,21.6660312891006
"highcorrVLMOP2","qqmgp","eim","single_config",100,0.027997454210311,0.00190785090720417,0.0902876630665228,0,0.291124251016525,100,0.000247227436486794,1.00003425282587e-26,0.00106690173223945,1.00003208434913e-26,0.00380109377063867,100,46.4093432092667,37.952726483345,26.8214585858189,17.9932828605175,122.05550019741
"VLMOP2","qqmgp","eim","single_config",100,0.109414023663936,0.101044335501375,0.0467919104673165,0.0392728410965643,0.202520630743004,100,0.591360157879334,0.61004432926396,0.133714529596926,0.296870127660934,0.802038046309334,100,48.6930941486359,38.8004554510117,27.4526977965542,18.3905104398728,111.819997012615
