"n_per","problem","surrogate","seed","rmse_y1","rmse_y2","rmse_agg","n_train"
20,"highcorrVLMOP2","ctmgp",20,0.0357722665094514,0.0334688837916033,0.0346397259911151,40
20,"VLMOP2","ctmgp",20,0.037181892898334,0.0427386109155681,0.0400567224226814,40
20,"highcorrVLMOP2","ctmgp",21,0.0356295074127657,0.0299836010073218,0.0329277855909154,40
20,"VLMOP2","ctmgp",21,0.0553172020285524,0.0361263743095263,0.0467178111699365,40
20,"highcorrVLMOP2","ctmgp",22,0.0302650199571459,0.0288581515507664,0.0295699538715691,40
20,"VLMOP2","ctmgp",22,0.0231427638931726,0.016970032732384,0.020292480523008,40
20,"highcorrVLMOP2","ctmgp",23,0.0290774840000467,0.030990040513887,0.0300489824022822,40
20,"VLMOP2","ctmgp",23,0.0167836242313031,0.0271682716045332,0.0225810210610068,40
20,"highcorrVLMOP2","ctmgp",24,0.0454455219922255,0.0537464619843686,0.0497693562595652,40
20,"VLMOP2","ctmgp",24,0.0205662101276159,0.0663159738167296,0.0490957094982566,40
20,"highcorrVLMOP2","ctmgp",25,0.0410679091723876,0.0477616320153571,0.0445406929479204,40
20,"VLMOP2","ctmgp",25,0.0254378152843053,0.0682289012112158,0.0514891513181577,40
20,"highcorrVLMOP2","ctmgp",26,0.0310081657030969,0.0368612821305664,0.0340606845246828,40
20,"VLMOP2","ctmgp",26,0.0265277989888903,0.0248024684764029,0.0256796277398829,40
20,"highcorrVLMOP2","ctmgp",27,0.0251542681000893,0.0257629218646871,0.0254604138483366,40
20,"VLMOP2","ctmgp",27,0.0244197240146315,0.0317192870834259,0.0283057952902896,40
20,"highcorrVLMOP2","ctmgp",28,0.0325653180549312,0.0344069110172423,0.0334987721100883,40
20,"VLMOP2","ctmgp",28,0.0179058717815377,0.0349034366266873,0.0277386925846374,40
20,"highcorrVLMOP2","ctmgp",29,0.0298087792624914,0.0368985923815789,0.0335415372401285,40
20,"VLMOP2","ctmgp",29,0.0245942404476147,0.0318553292033622,0.0284573247323924,40
20,"highcorrVLMOP2","ctmgp",30,0.0291080224853372,0.0352994009796077,0.0323521613074461,40
20,"VLMOP2","ctmgp",30,0.0288441000536017,0.0228929695263839,0.0260391067592393,40
20,"highcorrVLMOP2","ctmgp",31,0.0558219116919053,0.0501992533714654,0.0530850773004592,40
20,"VLMOP2","ctmgp",31,0.0702129945902758,0.0366297181556089,0.0559982181033176,40
20,"highcorrVLMOP2","ctmgp",32,0.0261932266440237,0.0249659376019063,0.0255869416144981,40
20,"VLMOP2","ctmgp",32,0.0249754821188562,0.0281406533246509,0.0266051787872915,40
20,"highcorrVLMOP2","ctmgp",33,0.0280499433952941,0.0277699256165006,0.0279102856777316,40
20,"VLMOP2","ctmgp",33,0.0278225701604959,0.0219269618826104,0.0250488230036579,40
20,"highcorrVLMOP2","ctmgp",34,0.024705231091558,0.0257517517275911,0.0252339172575997,40
20,"VLMOP2","ctmgp",34,0.0199682191090717,0.0208510721519323,0.0204144187312912,40
20,"highcorrVLMOP2","ctmgp",35,0.0227329801361015,0.0261947333388506,0.0245250121362037,40
20,"VLMOP2","ctmgp",35,0.0201771526639155,0.0194407518700784,0.019812373947825,40
20,"highcorrVLMOP2","ctmgp",36,0.0256768818853127,0.0287146419624896,0.0272381435342634,40
20,"VLMOP2","ctmgp",36,0.0225658097868217,0.0252962377802203,0.0239699334288653,40
20,"highcorrVLMOP2","ctmgp",37,0.0313541217511439,0.0351964250670599,0.0333306862237092,40
20,"VLMOP2","ctmgp",37,0.0360287106050363,0.0292380377363247,0.0328095324451005,40
20,"highcorrVLMOP2","ctmgp",38,0.028126287533363,0.0306176174985581,0.029398354985419,40
20,"VLMOP2","ctmgp",38,0.0331323117348819,0.0262260817753371,0.0298794029908904,40
20,"highcorrVLMOP2","ctmgp",39,0.0201338339543236,0.0235395896095532,0.0219030083400255,40
20,"VLMOP2","ctmgp",39,0.0128238482159486,0.01496682843585,0.0139365891898602,40
20,"highcorrVLMOP2","ctmgp",40,0.0338430668533136,0.0356108119786734,0.0347381857889721,40
20,"VLMOP2","ctmgp",40,0.0454033945776776,0.05458748688459,0.050205885927606,40
20,"highcorrVLMOP2","ctmgp",41,0.0358299004878994,0.0326640006681545,0.0342835143226447,40
20,"VLMOP2","ctmgp",41,0.0426958939610796,0.0358135903267378,0.0394052827247005,40
20,"highcorrVLMOP2","ctmgp",42,0.0353212045976366,0.0351707725802876,0.0352460688454927,40
20,"VLMOP2","ctmgp",42,0.0270540501438803,0.0220256980303934,0.0246683299284089,40
20,"highcorrVLMOP2","ctmgp",43,0.0310301105493495,0.0400567405036441,0.0358288307127174,40
20,"VLMOP2","ctmgp",43,0.0178396866196371,0.0323925255459962,0.0261489017927606,40
20,"highcorrVLMOP2","ctmgp",44,0.0304648809033868,0.0319523244763511,0.0312174631248246,40
20,"VLMOP2","ctmgp",44,0.0189863327623343,0.0230970754990914,0.0211418510113568,40
20,"highcorrVLMOP2","ctmgp",45,0.0398629261836693,0.0387245689210458,0.0392978696753748,40
20,"VLMOP2","ctmgp",45,0.0375103045115496,0.035825740798461,0.0366776951859553,40
20,"highcorrVLMOP2","ctmgp",46,0.0280612120626594,0.0315127791837345,0.0298369475173681,40
20,"VLMOP2","ctmgp",46,0.0170591652901314,0.0319841551527591,0.0256320239274212,40
20,"highcorrVLMOP2","ctmgp",47,0.0287469199043872,0.0316071842058054,0.0302109210171501,40
20,"VLMOP2","ctmgp",47,0.0159824011929102,0.0230616567861047,0.0198403271345412,40
20,"highcorrVLMOP2","ctmgp",48,0.0284348081138706,0.02758492196706,0.0280130883017334,40
20,"VLMOP2","ctmgp",48,0.0156322449343836,0.0161018149808794,0.0158687669238513,40
20,"highcorrVLMOP2","ctmgp",49,0.0214279075779983,0.025898944929998,0.0237687880597466,40
20,"VLMOP2","ctmgp",49,0.0154682615552734,0.0251048781016264,0.0208509234812259,40
20,"highcorrVLMOP2","ctmgp",50,0.0332109531686739,0.034324844974092,0.0337724917119488,40
20,"VLMOP2","ctmgp",50,0.0389209610387575,0.0488094795334071,0.044142986421982,40
20,"highcorrVLMOP2","ctmgp",51,0.0298931364883131,0.0298090790233637,0.0298511373429059,40
20,"VLMOP2","ctmgp",51,0.0230711654569631,0.014353458129835,0.0192132823305584,40
20,"highcorrVLMOP2","ctmgp",52,0.0323969037383988,0.0318608805709501,0.0321300099797014,40
20,"VLMOP2","ctmgp",52,0.0205366310393501,0.0442782861156875,0.0345131846964974,40
20,"highcorrVLMOP2","ctmgp",53,0.0247584876363205,0.030411830497316,0.0277296064183691,40
20,"VLMOP2","ctmgp",53,0.0180177122604289,0.0375296505582331,0.0294373285652986,40
20,"highcorrVLMOP2","ctmgp",54,0.0264636119672094,0.0340954621987489,0.0305190375085564,40
20,"VLMOP2","ctmgp",54,0.0186095232724244,0.0420037471527256,0.0324856055145737,40
20,"highcorrVLMOP2","ctmgp",55,0.0341853204590561,0.0260302971513006,0.0303826636807355,40
20,"VLMOP2","ctmgp",55,0.0443426190510777,0.0228925858898472,0.0352869547639991,40
20,"highcorrVLMOP2","ctmgp",56,0.0376709571036022,0.0455641619080146,0.0418042692764818,40
20,"VLMOP2","ctmgp",56,0.0237794873419915,0.0705074101884794,0.052615391805699,40
20,"highcorrVLMOP2","ctmgp",57,0.0310174837322299,0.0364689295236442,0.0338531174168619,40
20,"VLMOP2","ctmgp",57,0.0295458526270892,0.0322247885291886,0.0309143526797231,40
20,"highcorrVLMOP2","ctmgp",58,0.0351746689808518,0.0323098859736678,0.0337726669774828,40
20,"VLMOP2","ctmgp",58,0.0359673703965973,0.0372955748002919,0.0366374919510752,40
20,"highcorrVLMOP2","ctmgp",59,0.0338378570731517,0.0345417486602194,0.0341916142629213,40
20,"VLMOP2","ctmgp",59,0.0397540850866393,0.0512963249790717,0.0458895425856169,40
20,"highcorrVLMOP2","ctmgp",60,0.0358562434635153,0.0399639635173601,0.0379656988302058,40
20,"VLMOP2","ctmgp",60,0.0175719193482112,0.0338714952591342,0.0269819434128603,40
20,"highcorrVLMOP2","ctmgp",61,0.021374389402411,0.0259575467119182,0.0237766561318798,40
20,"VLMOP2","ctmgp",61,0.0161268428153418,0.0151392709143556,0.0156408532856906,40
20,"highcorrVLMOP2","ctmgp",62,0.0224695825823097,0.0263545380039215,0.0244892202287392,40
20,"VLMOP2","ctmgp",62,0.0202815440829176,0.0144935861843832,0.0176267562369182,40
20,"highcorrVLMOP2","ctmgp",63,0.0285139403005051,0.0274448036961537,0.0279844782100826,40
20,"VLMOP2","ctmgp",63,0.0342291895860061,0.0225095779211889,0.0289682457002907,40
20,"highcorrVLMOP2","ctmgp",64,0.0243997510713239,0.028335221085542,0.0264408075359766,40
20,"VLMOP2","ctmgp",64,0.0255676458629539,0.0442271628458501,0.0361230290006719,40
20,"highcorrVLMOP2","ctmgp",65,0.0342151983688942,0.0347237821612322,0.0344704282465673,40
20,"VLMOP2","ctmgp",65,0.0380264413386806,0.0220416052744539,0.031079274476401,40
20,"highcorrVLMOP2","ctmgp",66,0.0317660383730847,0.0403669460341355,0.0363219735562586,40
20,"VLMOP2","ctmgp",66,0.0140028521873171,0.0585218186205743,0.0425492839189994,40
20,"highcorrVLMOP2","ctmgp",67,0.034559467557261,0.0354954805610273,0.0350306004665895,40
20,"VLMOP2","ctmgp",67,0.032010085412359,0.0261656888603563,0.0292343021264703,40
20,"highcorrVLMOP2","ctmgp",68,0.0453517791732057,0.0437122546838417,0.0445395615364602,40
20,"VLMOP2","ctmgp",68,0.0491718510956684,0.0360624945202281,0.0431182933984873,40
20,"highcorrVLMOP2","ctmgp",69,0.0300652051718997,0.0296884462485871,0.0298774195897476,40
20,"VLMOP2","ctmgp",69,0.0379002434405151,0.0312786778513003,0.034747547690274,40
20,"highcorrVLMOP2","ctmgp",70,0.0482699880983042,0.0373670690411763,0.0431641610583275,40
20,"VLMOP2","ctmgp",70,0.064511340127396,0.0340010630977999,0.0515644514021683,40
20,"highcorrVLMOP2","ctmgp",71,0.0374622367939109,0.0359073683405795,0.0366930394403973,40
20,"VLMOP2","ctmgp",71,0.038881186631356,0.0520099513359552,0.0459172174234827,40
20,"highcorrVLMOP2","ctmgp",72,0.0249494708214055,0.0297547007173491,0.0274574061871035,40
20,"VLMOP2","ctmgp",72,0.0230496519621692,0.0256903959483158,0.024405766732049,40
20,"highcorrVLMOP2","ctmgp",73,0.0271431923005148,0.0273467001713426,0.0272451362496505,40
20,"VLMOP2","ctmgp",73,0.0277731590523709,0.0188175405961291,0.0237218064008125,40
20,"highcorrVLMOP2","ctmgp",74,0.0357245972466468,0.0295375608231914,0.0327773881495983,40
20,"VLMOP2","ctmgp",74,0.0489244354989592,0.0221312887353838,0.0379696874492057,40
20,"highcorrVLMOP2","ctmgp",75,0.0489510993808847,0.0386775696642447,0.0441144223906976,40
20,"VLMOP2","ctmgp",75,0.073911663456385,0.0215716179384759,0.0544438641876819,40
20,"highcorrVLMOP2","ctmgp",76,0.0290225249261314,0.0350543510857305,0.0321800752262139,40
20,"VLMOP2","ctmgp",76,0.0175655558919561,0.0237882532300313,0.0209096837079083,40
20,"highcorrVLMOP2","ctmgp",77,0.0263668204715769,0.0286695461515601,0.0275422593328579,40
20,"VLMOP2","ctmgp",77,0.0245386763126411,0.0200825065417142,0.0224215711333368,40
20,"highcorrVLMOP2","ctmgp",78,0.0279237683319398,0.0294093792863346,0.02867619594597,40
20,"VLMOP2","ctmgp",78,0.0304740197986262,0.0377334457289468,0.0342963468117702,40
20,"highcorrVLMOP2","ctmgp",79,0.0220419743103079,0.029968968327019,0.0263057759254706,40
20,"VLMOP2","ctmgp",79,0.0168871936636355,0.02685558408833,0.0224321165581682,40
20,"highcorrVLMOP2","ctmgp",80,0.0275859852169644,0.0284609178389103,0.0280268659024139,40
20,"VLMOP2","ctmgp",80,0.0187182792798485,0.0287507380765238,0.0242588016928215,40
20,"highcorrVLMOP2","ctmgp",81,0.0259621984766996,0.0308513172602935,0.0285117478106729,40
20,"VLMOP2","ctmgp",81,0.0176249871159085,0.0294411905052604,0.0242633867092269,40
20,"highcorrVLMOP2","ctmgp",82,0.0401973023450853,0.0403065359943883,0.040251956223823,40
20,"VLMOP2","ctmgp",82,0.0441937049721836,0.0269897130881626,0.0366164455658229,40
20,"highcorrVLMOP2","ctmgp",83,0.0273020663547983,0.0319651068465703,0.0297251651211097,40
20,"VLMOP2","ctmgp",83,0.0291518621878176,0.0237658972336705,0.0265955723790531,40
20,"highcorrVLMOP2","ctmgp",84,0.0368051449678657,0.0392329718886621,0.0380384330600129,40
20,"VLMOP2","ctmgp",84,0.039997800482819,0.0273352825737899,0.0342566907103732,40
20,"highcorrVLMOP2","ctmgp",85,0.0438400524963315,0.0354905664219662,0.0398843986279918,40
20,"VLMOP2","ctmgp",85,0.0578511450919339,0.02000678021092,0.0432840977892346,40
20,"highcorrVLMOP2","ctmgp",86,0.0213696325597268,0.0287013200034291,0.0253024402546175,40
20,"VLMOP2","ctmgp",86,0.0176957693801628,0.0256277775639207,0.0220218441192116,40
20,"highcorrVLMOP2","ctmgp",87,0.0260408432160551,0.0278477129170076,0.0269594197833636,40
20,"VLMOP2","ctmgp",87,0.021996093368861,0.0247531372594792,0.0234152293142547,40
20,"highcorrVLMOP2","ctmgp",88,0.025316401820553,0.0293693903803054,0.027417889164289,40
20,"VLMOP2","ctmgp",88,0.0184657828797203,0.0208843976441768,0.0197122195899025,40
20,"highcorrVLMOP2","ctmgp",89,0.0300644919587378,0.0261197871030919,0.0281612939603976,40
20,"VLMOP2","ctmgp",89,0.0249414161689286,0.0250036290696356,0.024972541992793,40
20,"highcorrVLMOP2","ctmgp",90,0.0294950362220769,0.0327471672009245,0.0311635534031899,40
20,"VLMOP2","ctmgp",90,0.0281847481485813,0.0297488139514287,0.0289773356238602,40
20,"highcorrVLMOP2","ctmgp",91,0.0391909554566988,0.035334723215767,0.0373126898946177,40
20,"VLMOP2","ctmgp",91,0.0469245317583096,0.0225528910560103,0.0368140229784852,40
20,"highcorrVLMOP2","ctmgp",92,0.024637872883688,0.0272156377475098,0.025958772296051,40
20,"VLMOP2","ctmgp",92,0.028695003598188,0.0227674533001046,0.0259013528727021,40
20,"highcorrVLMOP2","ctmgp",93,0.0371707149862697,0.0406100019582785,0.0389283592747105,40
20,"VLMOP2","ctmgp",93,0.0313082222584171,0.0220737043290083,0.0270873882442265,40
20,"highcorrVLMOP2","ctmgp",94,0.0282820867248623,0.028339612181316,0.0283108640639951,40
20,"VLMOP2","ctmgp",94,0.0178502957344233,0.0176593053824673,0.0177550573696287,40
20,"highcorrVLMOP2","ctmgp",95,0.026903106611083,0.0315252248634946,0.0293054342061434,40
20,"VLMOP2","ctmgp",95,0.0211516578864533,0.0333447398078215,0.0279218937770782,40
20,"highcorrVLMOP2","ctmgp",96,0.0305126260490012,0.0380651880974138,0.0344962236577982,40
20,"VLMOP2","ctmgp",96,0.0234639215657606,0.0521474929151,0.0404346177957364,40
20,"highcorrVLMOP2","ctmgp",97,0.02698733766386,0.0263006681675125,0.0266462149304625,40
20,"VLMOP2","ctmgp",97,0.0324540343037604,0.0158167680859047,0.0255287533506138,40
20,"highcorrVLMOP2","ctmgp",98,0.0303223271722991,0.033349505713759,0.0318718767606803,40
20,"VLMOP2","ctmgp",98,0.0258223013730403,0.048332347095405,0.0387479484873124,40
20,"highcorrVLMOP2","ctmgp",99,0.0328157027878314,0.0268756857202384,0.0299931061445152,40
20,"VLMOP2","ctmgp",99,0.0523254824056734,0.0245905817644143,0.0408818591828868,40
20,"highcorrVLMOP2","ctmgp",100,0.0304387638568256,0.0298459265280479,0.0301438026420791,40
20,"VLMOP2","ctmgp",100,0.035115053097309,0.0164097022410243,0.0274075289078194,40
20,"highcorrVLMOP2","qqmgp",1,0.218878862508825,0.222883551894267,0.22089028289873,40
20,"VLMOP2","qqmgp",1,0.213017551725897,0.215820693492131,0.214423703310431,40
20,"highcorrVLMOP2","qqmgp",2,0.181162384833473,0.159876023606314,0.170851035412019,40
20,"VLMOP2","qqmgp",2,0.173285279493818,0.168028997281451,0.170677374037481,40
20,"highcorrVLMOP2","qqmgp",3,0.0793762677211342,0.0831286316993897,0.0812741080712362,40
20,"VLMOP2","qqmgp",3,0.199495842269971,0.15194500046348,0.177321564183339,40
20,"highcorrVLMOP2","qqmgp",4,0.21006243007542,0.166459764911536,0.189519231034207,40
20,"VLMOP2","qqmgp",4,0.242838253443803,0.184760297929673,0.215762351936915,40
20,"highcorrVLMOP2","qqmgp",5,0.150160005702447,0.169411462725717,0.160075405692795,40
20,"VLMOP2","qqmgp",5,0.167482691225445,0.179724230973316,0.17371132815546,40
20,"highcorrVLMOP2","qqmgp",6,0.408180750376594,0.290427899671853,0.354231484968377,40
20,"VLMOP2","qqmgp",6,0.415621953892309,0.490120042882415,0.454400299841627,40
20,"highcorrVLMOP2","qqmgp",7,0.211933487363915,0.207030196529611,0.209496187723453,40
20,"VLMOP2","qqmgp",7,0.208485785870734,0.214647406801765,0.211589026365807,40
20,"highcorrVLMOP2","qqmgp",8,0.176475953103078,0.141680173915871,0.160026612949958,40
20,"VLMOP2","qqmgp",8,0.271637799448985,0.163835654538648,0.224309179245516,40
20,"highcorrVLMOP2","qqmgp",9,0.19708080957022,0.193166830551137,0.195133633602751,40
20,"VLMOP2","qqmgp",9,0.198912798452328,0.199451413049853,0.199182287811592,40
20,"highcorrVLMOP2","qqmgp",10,0.10153576269808,0.113561151711675,0.107716401454846,40
20,"VLMOP2","qqmgp",10,0.182823305356702,0.173712754729261,0.178326220922749,40
20,"highcorrVLMOP2","qqmgp",11,0.159963496338274,0.149195056918993,0.154673018283453,40
20,"VLMOP2","qqmgp",11,0.162891665562314,0.172618300324887,0.167825463378948,40
20,"highcorrVLMOP2","qqmgp",12,0.150346220797405,0.141759159149732,0.146115785100209,40
20,"VLMOP2","qqmgp",12,0.169518888565137,0.166636647739192,0.168083946214555,40
20,"highcorrVLMOP2","qqmgp",13,0.182216819027025,0.138931979592014,0.162026331331798,40
20,"VLMOP2","qqmgp",13,0.161447286952234,0.16252148489576,0.161985276363254,40
20,"highcorrVLMOP2","qqmgp",14,0.16460329997052,0.208768326247887,0.187987313941034,40
20,"VLMOP2","qqmgp",14,0.16992949157924,0.228300714593389,0.201242699733718,40
20,"highcorrVLMOP2","qqmgp",15,0.163384809259844,0.133752383922105,0.149305552645777,40
20,"VLMOP2","qqmgp",15,0.178584323849312,0.171667894185706,0.175160250369299,40
20,"highcorrVLMOP2","qqmgp",16,0.186263875030315,0.194022117447388,0.19018256124061,40
20,"VLMOP2","qqmgp",16,0.17500828586441,0.1970407575034,0.186350422911665,40
20,"highcorrVLMOP2","qqmgp",17,0.210072113825713,0.220008952156015,0.215097921928585,40
20,"VLMOP2","qqmgp",17,0.197280195957324,0.194026393044593,0.195660058411081,40
20,"highcorrVLMOP2","qqmgp",18,0.124164737955508,0.113762221755625,0.119077128892026,40
20,"VLMOP2","qqmgp",18,0.147606136253753,0.151514995656915,0.149573335472397,40
20,"highcorrVLMOP2","qqmgp",19,0.136448333218148,0.128209443110366,0.132392992527326,40
20,"VLMOP2","qqmgp",19,0.183761171649478,0.154933082289753,0.169959448389597,40
20,"highcorrVLMOP2","qqmgp",20,0.117592714387196,0.112468342049398,0.115059059704764,40
20,"VLMOP2","qqmgp",20,0.136163785672397,0.152381396259645,0.144500287983584,40
20,"highcorrVLMOP2","qqmgp",21,0.214643331205408,0.203569849432028,0.209179878607782,40
20,"VLMOP2","qqmgp",21,0.194050505314357,0.197726543467344,0.195897147253732,40
20,"highcorrVLMOP2","qqmgp",22,0.321509504380053,0.331473330275397,0.326529424470881,40
20,"VLMOP2","qqmgp",22,0.35414710990625,0.312629645056203,0.334034033013791,40
20,"highcorrVLMOP2","qqmgp",23,0.18570491702236,0.180741885760912,0.183240205024296,40
20,"VLMOP2","qqmgp",23,0.200097583767133,0.214398597102292,0.207371407707133,40
20,"highcorrVLMOP2","qqmgp",24,0.11584827697111,0.112164906427588,0.114021466205019,40
20,"VLMOP2","qqmgp",24,0.148242547962394,0.152855089554892,0.150566482706505,40
20,"highcorrVLMOP2","qqmgp",25,0.170917284583208,0.184213493009431,0.177689798773077,40
20,"VLMOP2","qqmgp",25,0.185730585236313,0.170194269949382,0.178131889081976,40
20,"highcorrVLMOP2","qqmgp",26,0.179879679039267,0.137834087732234,0.160241902560234,40
20,"VLMOP2","qqmgp",26,0.194909586229643,0.163254568907843,0.179780145001466,40
20,"highcorrVLMOP2","qqmgp",27,0.134254504636404,0.115540287607963,0.125247415294083,40
20,"VLMOP2","qqmgp",27,0.135453702342025,0.135037705577937,0.135245863903329,40
20,"highcorrVLMOP2","qqmgp",28,0.383399464642699,0.281205043444156,0.336207841927235,40
20,"VLMOP2","qqmgp",28,0.261562054452779,0.357586664585131,0.313275382865202,40
20,"highcorrVLMOP2","qqmgp",29,0.272402439368223,0.25512583060499,0.263905549785946,40
20,"VLMOP2","qqmgp",29,0.673391086751956,0.486620454849751,0.587475541105823,40
20,"highcorrVLMOP2","qqmgp",30,0.160332232136368,0.116563481444048,0.140166811100537,40
20,"VLMOP2","qqmgp",30,0.16111173629392,0.179871800519964,0.170749606432834,40
20,"highcorrVLMOP2","qqmgp",31,0.139473268520993,0.13847023565316,0.138972657011677,40
20,"VLMOP2","qqmgp",31,0.167461550133839,0.158350055279273,0.162969492206635,40
20,"highcorrVLMOP2","qqmgp",32,0.245977264309688,0.195446453485432,0.222153247486179,40
20,"VLMOP2","qqmgp",32,0.402930981312422,0.220630643868025,0.32483169235391,40
20,"highcorrVLMOP2","qqmgp",33,0.150988568361671,0.140054843861104,0.145624357620669,40
20,"VLMOP2","qqmgp",33,0.147814638236194,0.163618695870719,0.155917037098791,40
20,"highcorrVLMOP2","qqmgp",34,0.115836195490335,0.105944670144754,0.111000669632565,40
20,"VLMOP2","qqmgp",34,0.134319881090484,0.15861486616658,0.146970245671026,40
20,"highcorrVLMOP2","qqmgp",35,0.209195403875161,0.300156394757885,0.258705023450012,40
20,"VLMOP2","qqmgp",35,0.255685178154355,0.208664036769955,0.233361940522611,40
20,"highcorrVLMOP2","qqmgp",36,0.152123292774253,0.171470403564617,0.162085772822746,40
20,"VLMOP2","qqmgp",36,0.18733875752393,0.2088604052139,0.198391631548214,40
20,"highcorrVLMOP2","qqmgp",37,0.146548770355563,0.133503631906361,0.140178032916924,40
20,"VLMOP2","qqmgp",37,0.143837939184795,0.183666907961856,0.164958912807399,40
20,"highcorrVLMOP2","qqmgp",38,0.265287314057564,0.315758364205294,0.291616789267593,40
20,"VLMOP2","qqmgp",38,0.555549861911938,0.608097581905126,0.582416654204374,40
20,"highcorrVLMOP2","qqmgp",39,0.118018636126303,0.123059758003134,0.120565547551742,40
20,"VLMOP2","qqmgp",39,0.158323161064992,0.155542210161683,0.15693884552843,40
20,"highcorrVLMOP2","qqmgp",40,0.191839278245594,0.176363815305081,0.184264082266126,40
20,"VLMOP2","qqmgp",40,0.195280782948002,0.191003070104169,0.193153769026135,40
20,"highcorrVLMOP2","qqmgp",41,0.126470534876876,0.136404281815408,0.131531221178891,40
20,"VLMOP2","qqmgp",41,0.152702880014072,0.195699005850714,0.175522463598751,40
20,"highcorrVLMOP2","qqmgp",42,0.164852320591465,0.154968782678806,0.159986891977659,40
20,"VLMOP2","qqmgp",42,0.184319323088244,0.179383108551959,0.181867963777946,40
20,"highcorrVLMOP2","qqmgp",43,0.166078775565419,0.166947979565296,0.166513944722722,40
20,"VLMOP2","qqmgp",43,0.177909997986047,0.182802027249111,0.180372598459106,40
20,"highcorrVLMOP2","qqmgp",44,0.147646450163655,0.107098329394592,0.128975824100956,40
20,"VLMOP2","qqmgp",44,0.165461426008502,0.17407895857117,0.169824861716402,40
20,"highcorrVLMOP2","qqmgp",45,0.277728569398561,0.20235586658722,0.242982566249552,40
20,"VLMOP2","qqmgp",45,0.224133831006093,0.177338946315695,0.202095368677549,40
