"test_fn","surrogate","acq","strategy","seed","igd_last","hv_last","dt","err"
"highcorrVLMOP2","qqmgp","ehvi","categorical_batch",3,0.043061025108307,1.00003208434913e-26,119.4930768013,""
"VLMOP2","ctmgp","ehvi","categorical_batch",3,0.00418720543964924,0.90246819572727,1225.76661300659,""
"highcorrVLMOP2","ctmgp","ehvi","categorical_batch",3,0,1.00003425282587e-26,110.829883098602,""
"VLMOP2","qqmgp","ehvi","single_config",3,0.0613040687442393,0.452182215638254,300.050971984863,""
"highcorrVLMOP2","qqmgp","ehvi","single_config",3,0,1.00003425282587e-26,97.9293859004974,""
"VLMOP2","qqmgp","eim","categorical_batch",3,0.0815273127393713,0.595604176840391,50.7672669887543,""
"highcorrVLMOP2","qqmgp","eim","categorical_batch",3,0.00381302066298785,1.00003208434913e-26,28.4530990123749,""
"VLMOP2","ctmgp","ehvi","single_config",3,0.0612596275476394,0.248649722958874,84.7708609104156,""
"highcorrVLMOP2","ctmgp","ehvi","single_config",3,0,1.00003425282587e-26,82.9593760967255,""
"VLMOP2","ctmgp","eim","categorical_batch",3,0.00651743819338989,0.883015317996173,47.2972500324249,""
"highcorrVLMOP2","ctmgp","eim","categorical_batch",3,0,1.00003425282587e-26,39.0860970020294,""
"VLMOP2","qqmgp","eim","single_config",3,0.155446951350114,0.512667376690317,24.3376069068909,""
"highcorrVLMOP2","qqmgp","eim","single_config",3,0,1.00003425282587e-26,19.9931700229645,""
"VLMOP2","ctmgp","eim","single_config",3,0.00766490789149094,0.884283295231575,29.0880360603333,""
"highcorrVLMOP2","ctmgp","eim","single_config",3,0,1.00003425282587e-26,35.0814588069916,""
"VLMOP2","qqigp","ehvi","categorical_batch",3,0.129891751725446,0.445481065244515,4.35160303115845,""
"highcorrVLMOP2","qqigp","ehvi","categorical_batch",3,0,1.00003425282587e-26,2.94284892082214,""
"VLMOP2","qqigp","ehvi","single_config",3,0.0714522780502563,0.227735103173533,3.50954294204712,""
"highcorrVLMOP2","qqigp","ehvi","single_config",3,0,1.00003425282587e-26,1.80266499519348,""
"VLMOP2","qqigp","eim","categorical_batch",3,0.0293377326356198,0.784785803837914,2.30765604972839,""
"highcorrVLMOP2","qqigp","eim","categorical_batch",3,0,1.00003425282587e-26,3.00916719436646,""
"VLMOP2","qqigp","eim","single_config",3,0.016328370794693,0.875782245278131,2.70929908752441,""
"highcorrVLMOP2","qqigp","eim","single_config",3,0,1.00003425282587e-26,2.77753114700317,""
"VLMOP2","qqmgp","ehvi","categorical_batch",4,0.0439406570010947,0.809927750779756,228.085894107819,""
"highcorrVLMOP2","qqmgp","ehvi","categorical_batch",4,0,1.00003425282587e-26,76.9221458435059,""
"VLMOP2","ctmgp","ehvi","categorical_batch",4,0.00231739047057944,0.895912684797932,1449.20728302002,""
"highcorrVLMOP2","ctmgp","ehvi","categorical_batch",4,0,1.00003425282587e-26,136.99143409729,""
"VLMOP2","qqmgp","ehvi","single_config",4,0.0837274601858883,0.67614827855175,403.963862895966,""
"highcorrVLMOP2","qqmgp","ehvi","single_config",4,0,1.00003425282587e-26,58.2487931251526,""
"VLMOP2","qqmgp","eim","categorical_batch",4,0.0426321648280508,0.812237735827335,49.0482308864594,""
"highcorrVLMOP2","qqmgp","eim","categorical_batch",4,0.00190785090720417,1.00003208434913e-26,45.9020891189575,""
"VLMOP2","ctmgp","ehvi","single_config",4,0.00396733441548916,0.893319111952144,81.8777449131012,""
"highcorrVLMOP2","ctmgp","ehvi","single_config",4,0,1.00003425282587e-26,61.9849619865418,""
"VLMOP2","ctmgp","eim","categorical_batch",4,0.00561228395528918,0.874285922874198,65.0646059513092,""
"highcorrVLMOP2","ctmgp","eim","categorical_batch",4,0,1.00003425282587e-26,65.7758288383484,""
"VLMOP2","qqmgp","eim","single_config",4,0.0500283861309506,0.791746793449571,36.3302671909332,""
"highcorrVLMOP2","qqmgp","eim","single_config",4,0.00190785090720417,1.36228432458858e-05,30.7173600196838,""
"VLMOP2","ctmgp","eim","single_config",4,0.00627498489282069,0.883536573251551,31.0696752071381,""
"highcorrVLMOP2","ctmgp","eim","single_config",4,0,1.00003425282587e-26,29.1260659694672,""
"VLMOP2","qqigp","ehvi","categorical_batch",4,0.0227184629229976,0.818959863491378,5.97755408287048,""
"highcorrVLMOP2","qqigp","ehvi","categorical_batch",4,0,1.00003425282587e-26,9.94327998161316,""
"VLMOP2","qqigp","ehvi","single_config",4,0.0392873475524316,0.519097870044542,11.8653490543365,""
"highcorrVLMOP2","qqigp","ehvi","single_config",4,0,1.00003425282587e-26,8.85051512718201,""
"VLMOP2","qqigp","eim","categorical_batch",4,0.0260668957618596,0.83930549722201,8.50414299964905,""
"highcorrVLMOP2","qqigp","eim","categorical_batch",4,0,1.00003425282587e-26,6.76213002204895,""
"VLMOP2","qqigp","eim","single_config",4,0.0151305390360613,0.864778183431811,8.02344012260437,""
"highcorrVLMOP2","qqigp","eim","single_config",4,0,1.00003425282587e-26,7.40840411186218,""
"VLMOP2","qqmgp","ehvi","categorical_batch",5,0.0705786709000087,0.62624618931335,234.777894973755,""
"highcorrVLMOP2","qqmgp","ehvi","categorical_batch",5,0.0160559705471516,1.00003208434913e-26,74.0575268268585,""
"VLMOP2","ctmgp","ehvi","categorical_batch",5,0.00327113933793739,0.90337746969087,1308.49314308167,""
"highcorrVLMOP2","ctmgp","ehvi","categorical_batch",5,0,1.00003425282587e-26,142.101052045822,""
"VLMOP2","qqmgp","ehvi","single_config",5,0.153535942722961,0.529321950401,236.082144975662,""
"highcorrVLMOP2","qqmgp","ehvi","single_config",5,0.0235812633909398,1.00003208434913e-26,62.4111909866333,""
"VLMOP2","qqmgp","eim","categorical_batch",5,0.157520178681975,0.493536166881491,50.4946210384369,""
"highcorrVLMOP2","qqmgp","eim","categorical_batch",5,0.144706187670963,1.00006677997707e-26,46.7150571346283,""
"VLMOP2","ctmgp","ehvi","single_config",5,0.0317544446175295,0.528535399563914,117.499762058258,""
"highcorrVLMOP2","ctmgp","ehvi","single_config",5,0,1.00003425282587e-26,77.3734450340271,""
"VLMOP2","ctmgp","eim","categorical_batch",5,0.00325185414576251,0.895629686431952,64.8742089271545,""
"highcorrVLMOP2","ctmgp","eim","categorical_batch",5,0,1.00003425282587e-26,48.0076580047607,""
"VLMOP2","qqmgp","eim","single_config",5,0.114804612795046,0.577788138976154,20.2620720863342,""
"highcorrVLMOP2","qqmgp","eim","single_config",5,0.00190785090720417,1.00003208434913e-26,26.9810619354248,""
"VLMOP2","ctmgp","eim","single_config",5,0.00597812906464796,0.899535846757475,80.6584248542786,""
"highcorrVLMOP2","ctmgp","eim","single_config",5,0,1.00003425282587e-26,113.439958095551,""
"VLMOP2","qqigp","ehvi","categorical_batch",5,0.144992308756239,0.518371154390147,20.2804670333862,""
"highcorrVLMOP2","qqigp","ehvi","categorical_batch",5,0,1.00003425282587e-26,15.9518980979919,""
"VLMOP2","qqigp","ehvi","single_config",5,0.038632316420895,0.523163570496473,15.3699669837952,""
"highcorrVLMOP2","qqigp","ehvi","single_config",5,0,1.00003425282587e-26,12.5060069561005,""
"VLMOP2","qqigp","eim","categorical_batch",5,0.051699745911491,0.663618038888069,11.9633979797363,""
"highcorrVLMOP2","qqigp","eim","categorical_batch",5,0,1.00003425282587e-26,10.6824219226837,""
"VLMOP2","qqigp","eim","single_config",5,0.016808080606284,0.889260349166797,5.51857614517212,""
"highcorrVLMOP2","qqigp","eim","single_config",5,0,1.00003425282587e-26,13.2909109592438,""
"VLMOP2","qqmgp","ehvi","categorical_batch",6,0.0242341395941507,0.818070368948329,284.790691137314,""
"highcorrVLMOP2","qqmgp","ehvi","categorical_batch",6,0.0235812633909398,1.00003208434913e-26,119.094855070114,""
"VLMOP2","ctmgp","ehvi","categorical_batch",6,0.00308954613953007,0.895245608954439,1309.92163300514,""
"highcorrVLMOP2","ctmgp","ehvi","categorical_batch",6,0,1.00003425282587e-26,85.2298369407654,""
"VLMOP2","qqmgp","ehvi","single_config",6,0.0938848264122383,0.717675325465872,252.946304798126,""
"highcorrVLMOP2","qqmgp","ehvi","single_config",6,0,1.00003425282587e-26,47.4745960235596,""
"VLMOP2","qqmgp","eim","categorical_batch",6,0.06832888379344,0.760107912501041,41.8837909698486,""
"highcorrVLMOP2","qqmgp","eim","categorical_batch",6,0.0235812633909398,1.00003208434913e-26,29.1993041038513,""
"VLMOP2","ctmgp","ehvi","single_config",6,0.00675809923133417,0.896758427105591,74.4082441329956,""
"highcorrVLMOP2","ctmgp","ehvi","single_config",6,0,1.00003425282587e-26,111.401481866837,""
"VLMOP2","ctmgp","eim","categorical_batch",6,0.00736883015214195,0.873190607942079,66.5905330181122,""
"highcorrVLMOP2","ctmgp","eim","categorical_batch",6,0,1.00003425282587e-26,52.0153739452362,""
"VLMOP2","qqmgp","eim","single_config",6,0.102018500177081,0.682161194041034,35.5869100093842,""
"highcorrVLMOP2","qqmgp","eim","single_config",6,0,1.00003425282587e-26,30.0526509284973,""
"VLMOP2","ctmgp","eim","single_config",6,0.00768558557410722,0.882255498217857,109.911159038544,""
"highcorrVLMOP2","ctmgp","eim","single_config",6,0,1.00003425282587e-26,119.069241046906,""
"VLMOP2","qqigp","ehvi","categorical_batch",6,0.0204374470293626,0.862543104241537,17.2787489891052,""
"highcorrVLMOP2","qqigp","ehvi","categorical_batch",6,0,1.00003425282587e-26,13.4211940765381,""
"VLMOP2","qqigp","ehvi","single_config",6,0.0128210056050364,0.826694430826965,19.8097298145294,""
"highcorrVLMOP2","qqigp","ehvi","single_config",6,0,1.00003425282587e-26,11.3957171440125,""
"VLMOP2","qqigp","eim","categorical_batch",6,0.0211196295471127,0.862411381747827,15.7718880176544,""
"highcorrVLMOP2","qqigp","eim","categorical_batch",6,0,1.00003425282587e-26,22.2951121330261,""
"VLMOP2","qqigp","eim","single_config",6,0.0115142150099472,0.874144311558208,15.1275708675385,""
"highcorrVLMOP2","qqigp","eim","single_config",6,0,1.00003425282587e-26,12.6056392192841,""
"VLMOP2","qqmgp","ehvi","categorical_batch",7,0.0301524027522838,0.780068090361688,215.450093984604,""
"highcorrVLMOP2","qqmgp","ehvi","categorical_batch",7,0.00190785090720417,0.000121704270536698,103.684823989868,""
"VLMOP2","ctmgp","ehvi","categorical_batch",7,0.00320032318014323,0.895145450206584,1235.88847208023,""
"highcorrVLMOP2","ctmgp","ehvi","categorical_batch",7,0,1.00003425282587e-26,90.6741149425507,""
"VLMOP2","qqmgp","ehvi","single_config",7,0.149334207364767,0.305768474056171,222.634615898132,""
"highcorrVLMOP2","qqmgp","ehvi","single_config",7,0,1.00003425282587e-26,57.0985980033875,""
"VLMOP2","qqmgp","eim","categorical_batch",7,0.152507076806856,0.403365066609707,62.2599711418152,""
"highcorrVLMOP2","qqmgp","eim","categorical_batch",7,0.00190785090720417,1.00003208434913e-26,53.6499629020691,""
"VLMOP2","ctmgp","ehvi","single_config",7,0.0332366591343351,0.526091594112933,80.3217189311981,""
"highcorrVLMOP2","ctmgp","ehvi","single_config",7,0,1.00003425282587e-26,53.4749500751495,""
"VLMOP2","ctmgp","eim","categorical_batch",7,0.00598764234830253,0.874250178095335,57.5724651813507,""
"highcorrVLMOP2","ctmgp","eim","categorical_batch",7,0,1.00003425282587e-26,56.2911939620972,""
"VLMOP2","qqmgp","eim","single_config",7,0.129117612651538,0.549301705127664,36.6509561538696,""
"highcorrVLMOP2","qqmgp","eim","single_config",7,0.25500405237786,0.00425021109763947,34.6769320964813,""
"VLMOP2","ctmgp","eim","single_config",7,0.00776761240939113,0.89382190444354,64.3500471115112,""
"highcorrVLMOP2","ctmgp","eim","single_config",7,0,1.00003425282587e-26,49.6821739673615,""
"VLMOP2","qqigp","ehvi","categorical_batch",7,0.0275526495303097,0.85350697344565,12.6790239810944,""
"highcorrVLMOP2","qqigp","ehvi","categorical_batch",7,0,1.00003425282587e-26,7.04467988014221,""
"VLMOP2","qqigp","ehvi","single_config",7,0.0362684842054769,0.520566614067573,4.89091396331787,""
"highcorrVLMOP2","qqigp","ehvi","single_config",7,0,1.00003425282587e-26,3.85597705841064,""
"VLMOP2","qqigp","eim","categorical_batch",7,0.0625870707014421,0.702746192034802,5.06709313392639,""
"highcorrVLMOP2","qqigp","eim","categorical_batch",7,0,1.00003425282587e-26,9.28271293640137,""
"VLMOP2","qqigp","eim","single_config",7,0.0115880815981132,0.88092456763047,8.86668705940247,""
"highcorrVLMOP2","qqigp","eim","single_config",7,0,1.00003425282587e-26,2.29456400871277,""
"VLMOP2","qqmgp","ehvi","categorical_batch",8,0.0223731384140334,0.836644632092668,412.860350131989,""
"highcorrVLMOP2","qqmgp","ehvi","categorical_batch",8,0,1.00003425282587e-26,87.179395198822,""
"VLMOP2","ctmgp","ehvi","categorical_batch",8,0.00465722459788514,0.892805351191611,1331.16652083397,""
"highcorrVLMOP2","ctmgp","ehvi","categorical_batch",8,0,1.00003425282587e-26,129.355556964874,""
"VLMOP2","qqmgp","ehvi","single_config",8,0.102179206306366,0.650402279332973,186.864555120468,""
"highcorrVLMOP2","qqmgp","ehvi","single_config",8,0,1.00003425282587e-26,51.5270049571991,""
"VLMOP2","qqmgp","eim","categorical_batch",8,0.0800013644303544,0.675979896914521,41.3768510818481,""
"highcorrVLMOP2","qqmgp","eim","categorical_batch",8,0.0494418018638586,1.00003208434913e-26,35.9673960208893,""
"VLMOP2","ctmgp","ehvi","single_config",8,0.00693326284961922,0.889415583980539,51.8834681510925,""
"highcorrVLMOP2","ctmgp","ehvi","single_config",8,0,1.00003425282587e-26,85.4934930801392,""
"VLMOP2","ctmgp","eim","categorical_batch",8,0.00412525877010802,0.893036659050924,100.610505819321,""
"highcorrVLMOP2","ctmgp","eim","categorical_batch",8,0,1.00003425282587e-26,62.2709619998932,""
"VLMOP2","qqmgp","eim","single_config",8,0.134417438268266,0.600405429255988,22.7858200073242,""
"highcorrVLMOP2","qqmgp","eim","single_config",8,0,1.00003425282587e-26,22.7975828647614,""
"VLMOP2","ctmgp","eim","single_config",8,0.00869523295006367,0.894492197540918,43.3819940090179,""
"highcorrVLMOP2","ctmgp","eim","single_config",8,0,1.00003425282587e-26,72.3931648731232,""
"VLMOP2","qqigp","ehvi","categorical_batch",8,0.0533444479402278,0.737912656125907,12.6963717937469,""
"highcorrVLMOP2","qqigp","ehvi","categorical_batch",8,0,1.00003425282587e-26,18.6480929851532,""
"VLMOP2","qqigp","ehvi","single_config",8,0.0422302362190315,0.502863207562931,14.7031390666962,""
"highcorrVLMOP2","qqigp","ehvi","single_config",8,0,1.00003425282587e-26,14.7573590278625,""
"VLMOP2","qqigp","eim","categorical_batch",8,0.0474323590386316,0.758868904869952,12.1131269931793,""
"highcorrVLMOP2","qqigp","eim","categorical_batch",8,0,1.00003425282587e-26,18.2949049472809,""
"VLMOP2","qqigp","eim","single_config",8,0.0181312428737382,0.872640277013022,1.63185501098633,""
"highcorrVLMOP2","qqigp","eim","single_config",8,0,1.00003425282587e-26,7.051913022995,""
"VLMOP2","qqmgp","ehvi","categorical_batch",9,0.205496852400365,0.412102018339154,240.189106941223,""
"highcorrVLMOP2","qqmgp","ehvi","categorical_batch",9,0.0217039047740784,1.00003208434913e-26,72.3440909385681,""
"VLMOP2","ctmgp","ehvi","categorical_batch",9,0.00656692050338834,0.897842182545426,1129.34134197235,""
"highcorrVLMOP2","ctmgp","ehvi","categorical_batch",9,0,1.00003425282587e-26,153.285320043564,""
"VLMOP2","qqmgp","ehvi","single_config",9,0.190033160468795,0.468642574605272,177.904903173447,""
"highcorrVLMOP2","qqmgp","ehvi","single_config",9,0,1.00003425282587e-26,91.1228380203247,""
"VLMOP2","qqmgp","eim","categorical_batch",9,0.112669064604677,0.580922533084678,71.0804488658905,""
"highcorrVLMOP2","qqmgp","eim","categorical_batch",9,0.00190785090720417,1.00003208434913e-26,78.4825279712677,""
"VLMOP2","ctmgp","ehvi","single_config",9,0.0338337966049604,0.525433882558063,102.969162940979,""
"highcorrVLMOP2","ctmgp","ehvi","single_config",9,0,1.00003425282587e-26,49.6382780075073,""
"VLMOP2","ctmgp","eim","categorical_batch",9,0.00561329760249133,0.874734499767667,52.6416718959808,""
"highcorrVLMOP2","ctmgp","eim","categorical_batch",9,0,1.00003425282587e-26,47.7682600021362,""
"VLMOP2","qqmgp","eim","single_config",9,0.12755784409614,0.512210662801594,31.0280361175537,""
"highcorrVLMOP2","qqmgp","eim","single_config",9,0,1.00003425282587e-26,22.0414590835571,""
"VLMOP2","ctmgp","eim","single_config",9,0.00713990966468985,0.874867396542738,52.9509129524231,""
"highcorrVLMOP2","ctmgp","eim","single_config",9,0,1.00003425282587e-26,62.4301660060883,""
"VLMOP2","qqigp","ehvi","categorical_batch",9,0.153404201470189,0.382647351467222,5.2411777973175,""
"highcorrVLMOP2","qqigp","ehvi","categorical_batch",9,0,1.00003425282587e-26,7.55347394943237,""
"VLMOP2","qqigp","ehvi","single_config",9,0.0413676522610096,0.505137000309164,7.01777386665344,""
"highcorrVLMOP2","qqigp","ehvi","single_config",9,0,1.00003425282587e-26,4.92253804206848,""
"VLMOP2","qqigp","eim","categorical_batch",9,0.114510490642596,0.574173259578632,7.28289008140564,""
"highcorrVLMOP2","qqigp","eim","categorical_batch",9,0,1.00003425282587e-26,6.65845513343811,""
"VLMOP2","qqigp","eim","single_config",9,0.0182792224140599,0.846920356509445,8.66136407852173,""
"highcorrVLMOP2","qqigp","eim","single_config",9,0,1.00003425282587e-26,7.08471512794495,""
"VLMOP2","qqmgp","ehvi","categorical_batch",10,0.0483442552801402,0.773551956527245,251.727524995804,""
"highcorrVLMOP2","qqmgp","ehvi","categorical_batch",10,0.0586081279648446,1.00006677997707e-26,67.976634979248,""
"VLMOP2","ctmgp","ehvi","categorical_batch",10,0.00433532550268742,0.893673113519869,1114.90307593346,""
"highcorrVLMOP2","ctmgp","ehvi","categorical_batch",10,0,1.00003425282587e-26,266.254417896271,""
"VLMOP2","qqmgp","ehvi","single_config",10,0.227610840278509,0.170496912291986,239.485805034637,""
"highcorrVLMOP2","qqmgp","ehvi","single_config",10,0.00190785090720417,1.00003208434913e-26,107.844698905945,""
"VLMOP2","qqmgp","eim","categorical_batch",10,0.230546093242961,0.422287841188152,93.3784499168396,""
"highcorrVLMOP2","qqmgp","eim","categorical_batch",10,0.00190785090720417,1.00003208434913e-26,51.3430211544037,""
"VLMOP2","ctmgp","ehvi","single_config",10,0.0328587100700878,0.526407628821787,84.5412609577179,""
"highcorrVLMOP2","ctmgp","ehvi","single_config",10,0,1.00003425282587e-26,87.6311850547791,""
"VLMOP2","ctmgp","eim","categorical_batch",10,0.00496236468329981,0.892920589213163,79.7974579334259,""
"highcorrVLMOP2","ctmgp","eim","categorical_batch",10,0,1.00003425282587e-26,59.993311882019,""
"VLMOP2","qqmgp","eim","single_config",10,0.107297297720621,0.564294328623667,36.3194620609283,""
"highcorrVLMOP2","qqmgp","eim","single_config",10,0,1.00003425282587e-26,22.1426169872284,""
"VLMOP2","ctmgp","eim","single_config",10,0.0118406750142872,0.861773913521625,31.5717451572418,""
"highcorrVLMOP2","ctmgp","eim","single_config",10,0,1.00003425282587e-26,56.4060890674591,""
"VLMOP2","qqigp","ehvi","categorical_batch",10,0.131855890726602,0.663475098015404,11.334193944931,""
"highcorrVLMOP2","qqigp","ehvi","categorical_batch",10,0,1.00003425282587e-26,8.30580806732178,""
"VLMOP2","qqigp","ehvi","single_config",10,0.125598084581509,0.294124945070652,10.056009054184,""
"highcorrVLMOP2","qqigp","ehvi","single_config",10,0,1.00003425282587e-26,7.13236999511719,""
"VLMOP2","qqigp","eim","categorical_batch",10,0.0565935562653398,0.746172741343759,9.69951105117798,""
"highcorrVLMOP2","qqigp","eim","categorical_batch",10,0,1.00003425282587e-26,7.54553389549255,""
"VLMOP2","qqigp","eim","single_config",10,0.17045704527614,0.53573969322115,4.16934609413147,""
"highcorrVLMOP2","qqigp","eim","single_config",10,0,1.00003425282587e-26,12.2972321510315,""
"VLMOP2","qqmgp","ehvi","categorical_batch",11,0.0446065527245731,0.820565094885163,708.662883043289,""
"highcorrVLMOP2","qqmgp","ehvi","categorical_batch",11,0.0217039047740784,1.00003208434913e-26,180.146317958832,""
"VLMOP2","ctmgp","ehvi","categorical_batch",11,0.00426349517511306,0.893784510165453,1414.63501787186,""
"highcorrVLMOP2","ctmgp","ehvi","categorical_batch",11,0,1.00003425282587e-26,143.553105115891,""
"VLMOP2","qqmgp","ehvi","single_config",11,0.110882060300395,0.162129293117604,123.702673912048,""
"highcorrVLMOP2","qqmgp","ehvi","single_config",11,0.0160559705471516,1.00003208434913e-26,51.26127409935,""
"VLMOP2","qqmgp","eim","categorical_batch",11,0.127482314239316,0.527617557386913,35.0307259559631,""
"highcorrVLMOP2","qqmgp","eim","categorical_batch",11,0,1.00003425282587e-26,39.7238690853119,""
"VLMOP2","ctmgp","ehvi","single_config",11,0.0609525701260566,0.257573923224574,58.2818961143494,""
"highcorrVLMOP2","ctmgp","ehvi","single_config",11,0,1.00003425282587e-26,47.9141321182251,""
"VLMOP2","ctmgp","eim","categorical_batch",11,0.004430015837074,0.893674908143304,37.8689711093903,""
"highcorrVLMOP2","ctmgp","eim","categorical_batch",11,0,1.00003425282587e-26,33.636078119278,""
"VLMOP2","qqmgp","eim","single_config",11,0.146020088759354,0.614271341659552,17.1227788925171,""
"highcorrVLMOP2","qqmgp","eim","single_config",11,0,1.00003425282587e-26,16.5803191661835,""
"VLMOP2","ctmgp","eim","single_config",11,0.00558904738561124,0.874259470420409,26.7034268379211,""
"highcorrVLMOP2","ctmgp","eim","single_config",11,0,1.00003425282587e-26,124.097327947617,""
"VLMOP2","qqigp","ehvi","categorical_batch",11,0.0415172120249797,0.836527079934214,19.7918388843536,""
"highcorrVLMOP2","qqigp","ehvi","categorical_batch",11,0,1.00003425282587e-26,18.1330239772797,""
"VLMOP2","qqigp","ehvi","single_config",11,0.0667353786393671,0.237020146948343,18.140371799469,""
"highcorrVLMOP2","qqigp","ehvi","single_config",11,0,1.00003425282587e-26,16.6044199466705,""
"VLMOP2","qqigp","eim","categorical_batch",11,0.0726934192664666,0.684542709080344,21.1180717945099,""
"highcorrVLMOP2","qqigp","eim","categorical_batch",11,0,1.00003425282587e-26,16.2449879646301,""
"VLMOP2","qqigp","eim","single_config",11,0.0131265565592587,0.889700549776482,12.3154969215393,""
"highcorrVLMOP2","qqigp","eim","single_config",11,0,1.00003425282587e-26,18.4821729660034,""
"VLMOP2","qqmgp","ehvi","categorical_batch",12,0.0383941536073031,0.826057107255594,571.594851970673,""
